LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	
Kleyer	Michael	25	The LEDA Traitbase	Carpinus betulus	10773	Carpinus betulus	208063	2204657			401	LEDA SBS number	SBS number	17990											Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.		
Kleyer	Michael	25	The LEDA Traitbase	Carpinus betulus	10773	Carpinus betulus	1125852	2204658	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	6584	SLA: undefined if petiole in- or excluded	SLA: undefined if petiole and rachis in- or excluded	11.9	mm2/mg	Mean				11.9	mm2 mg-1		2204652	1.44383	Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.		
Kleyer	Michael	25	The LEDA Traitbase	Carpinus betulus	10773	Carpinus betulus	208063	2204659			213	Number of replicates	number of replicates	1											Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.		
Kleyer	Michael	25	The LEDA Traitbase	Carpinus betulus	10773	Carpinus betulus	208063	2204660			413	Plant developmental status / plant age / maturity / plant life stage	plant stage	adult											Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.		
Kleyer	Michael	25	The LEDA Traitbase	Carpinus betulus	10773	Carpinus betulus	208063	2204661			415	Leaf parts measured	leaf state	unknown											Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.		
Kleyer	Michael	25	The LEDA Traitbase	Carpinus betulus	10773	Carpinus betulus	208063	2204663			60	Longitude	UTM easting	0											Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.	UTM easting in LEDA, also longitude or 0	
Kleyer	Michael	25	The LEDA Traitbase	Carpinus betulus	10773	Carpinus betulus	208063	2204664			59	Latitude	UTM northing	0											Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.	LEAD UTM northing in LEDA, also latitude or 0	
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	950315	5868361			193	Vegetation type / Biome	BiomeEstim	TeDF											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	950315	5868362	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	6584	SLA: undefined if petiole in- or excluded	LMA (g/m2)	78.2426778242678	g/m2	Single				12.7807486631016	mm2 mg-1			1.22577	Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	950315	5868363			1411	Dataset (1)	Database	Poorter											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	950315	5868364			113	Reference / source	Reference	Elias (1979) Folia Geobot Fytotax 14: 29-45											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	950315	5868365			327	Exposition	Exposition	Field											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	950412	5868846			193	Vegetation type / Biome	BiomeEstim	TeDF											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	950412	5868847	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	6584	SLA: undefined if petiole in- or excluded	LMA (g/m2)	84.1633944433456	g/m2	Single				11.8816500524245	mm2 mg-1			1.44855	Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	950412	5868848			1411	Dataset (1)	Database	Poorter											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	950412	5868849			113	Reference / source	Reference	Poorter et al. (2006) JEB 57: 355-371											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	950412	5868850			327	Exposition	Exposition	Field											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952700	5880240			193	Vegetation type / Biome	BiomeEstim	TeDF											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952700	5880241	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	6584	SLA: undefined if petiole in- or excluded	LMA (g/m2)	55.8659217877095	g/m2	Single				17.9	mm2 mg-1		30816297	1.49336	Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952700	5880242			1411	Dataset (1)	Database	Wright											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952700	5880243			113	Reference / source	Reference	Holscher (2004) Basic Appl. Ecol. 5: 163-172.											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952700	5880244			327	Exposition	Exposition	Field											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952706	5880270			193	Vegetation type / Biome	BiomeEstim	TeDF											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952706	5880271	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	6584	SLA: undefined if petiole in- or excluded	LMA (g/m2)	31.5457413249211	g/m2	Single				31.7	mm2 mg-1		30816626	3.99485	Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952706	5880272			1411	Dataset (1)	Database	Wright											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952706	5880273			113	Reference / source	Reference	Holscher (2004) Basic Appl. Ecol. 5: 163-172.											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952706	5880274			327	Exposition	Exposition	Field											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952707	5880275			193	Vegetation type / Biome	BiomeEstim	TeDF											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952707	5880276	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	6584	SLA: undefined if petiole in- or excluded	LMA (g/m2)	37.7358490566038	g/m2	Single				26.5	mm2 mg-1		30815637	3.21062	Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952707	5880277			1411	Dataset (1)	Database	Wright											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952707	5880278			113	Reference / source	Reference	Holscher (2004) Basic Appl. Ecol. 5: 163-172.											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952707	5880279			327	Exposition	Exposition	Field											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
Poorter	Hendrik	95	The Tansley Review LMA Database	Carpinus betulus	10773	Carpinus betulus	952708	5880280			193	Vegetation type / Biome	BiomeEstim	TeDF											Poorter, H., U. Niinemets, L. Poorter, I. J. Wright, and R. Villar. 2009. Causes and consequences of variation in leaf mass per area (LMA): a meta-analysis. New Phytologist 182:565-588.		
